id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
3741314,Rental unit in Apollo Bay · ★4.82 · 2 bedrooms · 4 beds · 1 bath,12300572,Colac Otway,-38.72844,143.69739,Entire home/apt,610,1,329,13-12-2023,2.89,8,324,38
3763484,Home in Barwon Heads · ★4.80 · 3 bedrooms · 6 beds · 2 baths,19276773,Greater Geelong,-38.27706,144.49286,Entire home/apt,579,2,46,01-10-2023,0.42,1,290,3
3776429,Home in Anglesea · ★4.95 · 3 bedrooms · 4 beds · 2 baths,19365812,Surf Coast,-38.41277,144.18449,Entire home/apt,295,6,39,21-12-2023,0.36,1,16,3
3824522,Guest suite in Hamilton · ★4.78 · 1 bedroom · 2 beds · 1 bath,16850161,Southern Grampians,-37.77958,142.06978,Entire home/apt,163,1,94,24-05-2023,0.88,2,64,5
3824622,Guest suite in Hamilton · ★4.66 · 1 bedroom · 1 bed · 1 bath,16850161,Southern Grampians,-37.77987,142.06923,Entire home/apt,153,1,58,23-12-2023,0.52,2,80,5
3836766,Home in Barwon Heads · ★4.53 · 4 bedrooms · 7 beds · 2 baths,19723359,Greater Geelong,-38.26537,144.49047,Entire home/apt,580,5,32,10-04-2023,0.28,1,357,3
3844168,Home in Birregurra · ★4.93 · 2 bedrooms · 2 beds · 1 bath,19815049,Colac Otway,-38.33493,143.78143,Entire home/apt,220,2,192,04-12-2023,1.7,1,324,28
3847432,Home in Torquay · ★4.89 · 10 bedrooms · 15 beds · 4 baths,10397953,Surf Coast,-38.31794,144.33868,Entire home/apt,2750,3,9,28-02-2022,0.08,7,339,0
3852887,Bed and breakfast in Torquay · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,19814649,Surf Coast,-38.32448,144.3244,Private room,180,1,3,04-01-2023,0.1,1,310,1
3860971,Home in Lorne · ★4.70 · 4 bedrooms · 10 beds · 2 baths,136202,Surf Coast,-38.52703,143.97588,Entire home/apt,689,2,67,10-09-2023,0.69,1,335,3
3871383,Home in Jan Juc · ★4.81 · 1 bedroom · 1 bed · 1 bath,11181664,Surf Coast,-38.35011,144.29005,Entire home/apt,432,1,81,02-12-2023,0.72,2,346,14
3891601,Rental unit in Torquay · ★4.86 · 2 bedrooms · 3 beds · 1 private bath,10397953,Surf Coast,-38.31839,144.33898,Private room,241,4,7,02-01-2020,0.09,7,0,0
3898985,Home in Lorne · ★4.73 · 3 bedrooms · 5 beds · 2 baths,3578710,Surf Coast,-38.54285,143.96931,Entire home/apt,595,2,82,19-11-2023,0.74,2,336,6
3917036,Home in Anglesea · ★4.88 · 3 bedrooms · 3 beds · 2 baths,20047059,Surf Coast,-38.40377,144.18803,Entire home/apt,456,2,52,22-01-2023,0.52,1,332,3
3925932,Home in Point Lonsdale · 3 bedrooms · 9 beds · 2 baths,18031026,Queenscliffe,-38.27372,144.61618,Entire home/apt,455,2,2,18-04-2022,0.02,1,148,0
3964558,Home in Lorne · ★4.58 · 3 bedrooms · 6 beds · 2 baths,20547636,Surf Coast,-38.53238,143.97628,Entire home/apt,500,2,19,30-10-2022,0.17,3,325,0
3972546,"Home in Norlane, Geelong · ★4.49 · 1 bedroom · 1 bed · 1 shared bath",20589792,Greater Geelong,-38.09693,144.35813,Private room,20,7,55,28-05-2023,0.49,1,0,3
4008282,Loft in Torquay · ★4.87 · 1 bedroom · 3 beds · 1.5 baths,20783972,Surf Coast,-38.3151,144.34022,Entire home/apt,348,1,385,23-12-2023,3.43,1,161,56
4008850,Rental unit in Newtown · ★4.69 · 1 bedroom · 2 beds · 1.5 baths,3570625,Greater Geelong,-38.15075,144.34503,Entire home/apt,224,4,81,04-11-2023,0.75,4,56,7
4053576,Rental unit in Apollo Bay · ★4.88 · 3 bedrooms · 7 beds · 2 baths,21021089,Colac Otway,-38.75998,143.6722,Entire home/apt,189,3,125,28-01-2023,1.53,1,0,3
4061257,Rental unit in Apollo Bay · ★4.77 · 2 bedrooms · 3 beds · 1 bath,12300572,Colac Otway,-38.72785,143.69605,Entire home/apt,550,1,155,05-12-2023,1.38,8,0,20
4099615,Cottage in Apollo Bay · ★4.82 · 1 bedroom · 1 bed · 1 bath,21264137,Colac Otway,-38.75143,143.66352,Entire home/apt,329,1,172,17-11-2023,1.57,2,111,28
4100337,Guesthouse in Bellbrae · ★4.96 · 1 bedroom · 1 bed · 1 bath,21268559,Surf Coast,-38.32538,144.25972,Entire home/apt,243,2,246,12-04-2022,3.47,1,127,0
4112216,Cottage in Cape Otway · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,17019721,Colac Otway,-38.8312,143.51373,Entire home/apt,189,2,203,21-12-2023,1.82,2,149,26
4122102,Rental unit in Aireys Inlet · ★4.78 · 1 bedroom · 1 bed · 1 bath,21384989,Surf Coast,-38.46305,144.09879,Entire home/apt,193,2,285,02-12-2023,2.57,2,319,39
4138172,Home in Anglesea · ★4.91 · 5 bedrooms · 8 beds · 2.5 baths,21469123,Surf Coast,-38.40313,144.17597,Entire home/apt,493,2,99,25-12-2023,0.9,1,309,11
4192531,Home in Port Campbell · ★4.64 · 3 bedrooms · 4 beds · 1 bath,21751514,Corangamite,-38.62017,142.99448,Entire home/apt,415,1,557,12-12-2023,4.96,1,134,30
4219456,Home in Apollo Bay · ★4.59 · 3 bedrooms · 5 beds · 1 bath,425511,Colac Otway,-38.74936,143.66572,Entire home/apt,145,2,61,22-12-2016,0.55,1,0,0
4244978,Guest suite in Apollo Bay · ★4.77 · 1 bedroom · 1 bed · 1 bath,22029747,Colac Otway,-38.74852,143.66338,Entire home/apt,579,1,498,07-01-2023,4.48,1,0,3
4246704,Farm stay in Waurn Ponds · ★4.87 · 1 bedroom · 1 bed · 1 bath,22037923,Greater Geelong,-38.19079,144.27382,Entire home/apt,250,2,139,05-03-2023,1.42,1,296,3
4272062,Rental unit in Lorne · ★4.74 · 1 bedroom · 1 bed · 1 bath,15553766,Surf Coast,-38.52332,143.98401,Entire home/apt,300,1,254,09-12-2023,2.32,1,331,48
4273754,Home in Ocean Grove · ★4.79 · 5 bedrooms · 8 beds · 2 baths,21832773,Greater Geelong,-38.26692,144.54356,Entire home/apt,700,2,149,20-12-2023,1.36,1,324,12
4304988,Villa in Torquay · ★4.86 · 1 bedroom · 1 bed · 1 bath,22347233,Surf Coast,-38.31081,144.28337,Entire home/apt,207,1,148,03-12-2023,1.33,3,341,15
4313652,Bed and breakfast in Jan Juc · ★4.90 · 1 bedroom · 2 beds · 1 private bath,22393341,Surf Coast,-38.3526,144.29215,Private room,166,1,234,22-12-2023,2.14,1,346,35
4366656,Rental unit in Torquay · 2 bedrooms · 2 beds · 1 bath,10397953,Surf Coast,-38.31916,144.33801,Private room,2750,4,2,14-01-2018,0.02,7,0,0
4366697,Guest suite in Torquay · ★5.0 · 2 bedrooms · 1 bed · 1 private bath,10397953,Surf Coast,-38.3187,144.33967,Private room,180,4,3,12-01-2020,0.04,7,0,0
4442298,Rental unit in Apollo Bay · ★4.86 · 1 bedroom · 1 bed · 1 bath,23012645,Colac Otway,-38.75426,143.66791,Entire home/apt,514,2,812,19-12-2023,7.53,36,0,96
4449372,Rental unit in Ocean Grove · ★4.94 · 2 bedrooms · 2 beds · 1 bath,5214821,Greater Geelong,-38.26549,144.51165,Entire home/apt,249,5,50,14-02-2023,0.61,1,0,1
4477536,Rental unit in Lorne · ★4.64 · Studio · 2 beds · 1 bath,23232674,Surf Coast,-38.54367,143.97491,Entire home/apt,229,2,11,21-05-2023,0.1,5,48,1
4477943,Home in Warrnambool · ★4.73 · 2 bedrooms · 3 beds · 1 bath,23234296,Warrnambool,-38.39184,142.4678,Entire home/apt,260,1,221,21-12-2023,2.01,1,278,33
4486087,Home in Port Fairy · ★4.85 · 2 bedrooms · 3 beds · 1 bath,23276208,Moyne,-38.38442,142.23973,Entire home/apt,456,3,133,05-04-2021,1.21,1,0,0
4497016,Home in Cape Bridgewater · ★4.60 · 3 bedrooms · 4 beds · 1 bath,23325958,Glenelg,-38.36941,141.40132,Entire home/apt,250,2,45,22-10-2023,0.42,1,335,3
4514253,Home in Torquay · ★4.77 · 3 bedrooms · 4 beds · 1 bath,23406622,Surf Coast,-38.33657,144.32077,Entire home/apt,500,2,53,10-07-2020,0.48,1,0,0
4520695,Boutique hotel in Lorne · ★4.91 · Studio · 2 beds · 1 private bath,23232674,Surf Coast,-38.54314,143.97503,Private room,193,1,110,07-11-2023,1,5,44,5
4520736,Rental unit in Lorne · ★4.83 · Studio · 2 beds · 1 bath,23232674,Surf Coast,-38.54366,143.97519,Entire home/apt,207,1,103,18-11-2023,0.94,5,49,12
4520838,Rental unit in Lorne · ★4.91 · Studio · 1 bed · 1 bath,23232674,Surf Coast,-38.54254,143.97488,Entire home/apt,225,1,92,11-12-2023,0.86,5,51,8
4540552,Home in Jan Juc · ★4.85 · 2 bedrooms · 3 beds · 1 bath,7644369,Surf Coast,-38.34979,144.29607,Entire home/apt,189,3,54,28-01-2023,0.49,1,0,5
4541253,Rental unit in Point Lonsdale · ★4.94 · 2 bedrooms · 3 beds · 1 bath,23549449,Queenscliffe,-38.2808,144.61421,Entire home/apt,329,3,66,04-01-2023,0.59,1,122,2
4542034,Ranch in Connewarre · 5 bedrooms · 6 beds · 3.5 baths,12347566,Greater Geelong,-38.25491,144.38947,Entire home/apt,329,5,1,09-01-2015,0.01,3,0,0
4559165,Home in Peterborough · ★4.81 · 3 bedrooms · 6 beds · 2 baths,159514759,Moyne,-38.60594,142.87524,Entire home/apt,204,2,596,25-12-2023,5.38,1,0,18
4606296,Rental unit in Geelong West · ★4.92 · Studio · 1 bed · 1 bath,3578710,Greater Geelong,-38.1391,144.35231,Entire home/apt,153,2,193,27-11-2023,1.77,2,345,23
4608714,Home in Ocean Grove · ★4.75 · 4 bedrooms · 9 beds · 3 baths,8016448,Greater Geelong,-38.26764,144.51935,Entire home/apt,900,2,53,24-12-2023,0.52,2,329,6
4639886,Home in Newcomb · ★5.0 · 1 bedroom · 1 bed · 1 private bath,24022357,Greater Geelong,-38.16013,144.39074,Private room,80,7,15,24-01-2021,0.14,1,298,0
4646177,Cottage in Wallington · ★4.95 · 2 bedrooms · 3 beds · 1 bath,22823383,Greater Geelong,-38.21574,144.50894,Entire home/apt,300,2,318,25-11-2023,2.89,1,158,19
4652689,Home in Barwon Heads · ★4.83 · 2 bedrooms · 5 beds · 1.5 baths,1511087,Greater Geelong,-38.2796,144.49196,Entire home/apt,310,5,12,06-11-2023,0.11,2,320,3
4671647,Home in Johanna · ★4.83 · 4 bedrooms · 6 beds · 2 baths,23470453,Colac Otway,-38.74943,143.40243,Entire home/apt,421,6,205,01-07-2021,1.87,1,11,0
4680460,Cottage in Port Campbell · ★5.0 · Studio · 1 bed · 1 bath,22098735,Corangamite,-38.60297,143.00174,Entire home/apt,539,2,52,05-11-2023,0.49,3,81,4
4696351,Home in Tower Hill · ★4.90 · 2 bedrooms · 3 beds · 1 bath,24279632,Moyne,-38.32685,142.36954,Entire home/apt,279,2,41,10-04-2023,0.37,1,242,4
4719782,Home in Anglesea · ★4.71 · 3 bedrooms · 5 beds · 1.5 baths,24381189,Surf Coast,-38.41322,144.17038,Entire home/apt,650,2,225,06-11-2023,2.07,1,8,6
4752219,Bungalow in Connewarre · ★4.77 · Studio · 1 bed · 1 bath,12347566,Greater Geelong,-38.25442,144.38816,Entire home/apt,123,2,662,11-12-2023,6.08,3,25,82
4752732,Guesthouse in Carlisle River · ★4.94 · 2 bedrooms · 2 beds · 2 baths,5709920,Colac Otway,-38.5724,143.36162,Entire home/apt,400,2,17,28-12-2019,0.16,3,348,0
4797856,Home in Lorne · ★4.76 · 4 bedrooms · 11 beds · 2.5 baths,14395908,Surf Coast,-38.53278,143.97034,Entire home/apt,857,1,135,07-11-2023,1.26,1,317,17
4831708,Villa in Apollo Bay · ★4.92 · 1 bedroom · 1 bed · 1 bath,12273039,Colac Otway,-38.742081,143.649414,Entire home/apt,687,2,132,23-11-2023,1.22,5,259,19
4832060,Rental unit in Warrnambool · ★4.91 · 2 bedrooms · 3 beds · 1 bath,24874226,Warrnambool,-38.40063,142.51867,Entire home/apt,210,1,65,07-02-2019,0.61,3,0,0
4833660,Home in Queenscliff · ★4.85 · 3 bedrooms · 4 beds · 2 baths,24882667,Queenscliffe,-38.26508,144.66576,Entire home/apt,390,2,92,17-12-2023,0.85,1,316,13
4834755,Home in Aireys Inlet · ★4.70 · 1 bedroom · 3 beds · 1 shared bath,24887362,Surf Coast,-38.45168,144.11602,Private room,229,1,125,18-04-2021,1.14,1,0,0
4841263,Boutique hotel in Lorne · ★4.84 · Studio · 1 bed · 1 private bath,23232674,Surf Coast,-38.54432,143.97487,Private room,225,1,38,03-04-2023,0.37,5,56,1
4862821,Home in Apollo Bay · ★4.81 · 3 bedrooms · 6 beds · 1 bath,5260129,Colac Otway,-38.76147,143.6698,Entire home/apt,936,2,54,10-12-2023,0.52,13,150,5
4868564,Home in Barwon Heads · ★4.88 · 2 bedrooms · 5 beds · 1 bath,25043319,Greater Geelong,-38.281269,144.489288,Entire home/apt,995,2,121,06-11-2023,1.12,1,348,6
4868754,Home in Apollo Bay · ★4.90 · 3 bedrooms · 6 beds · 2 baths,25044596,Colac Otway,-38.75686,143.66166,Entire home/apt,636,3,84,30-09-2023,0.78,1,84,4
4870793,Home in Torquay · ★4.81 · 4 bedrooms · 5 beds · 2 baths,25056105,Surf Coast,-38.33481,144.30619,Entire home/apt,307,2,37,27-01-2020,0.34,1,38,0
4888198,Townhouse in Warrnambool · ★4.94 · 1 bedroom · 2 beds · 1 private bath,12484941,Warrnambool,-38.39692,142.4744,Private room,139,1,1097,21-12-2023,10.07,1,275,133
4917523,Rental unit in Warrnambool · ★4.94 · 2 bedrooms · 4 beds · 1 bath,25326958,Warrnambool,-38.38454,142.47011,Entire home/apt,191,1,676,21-12-2023,6.23,3,253,122
4951516,Guesthouse in Sugarloaf · ★4.62 · 2 bedrooms · 5 beds · 1 bath,10814850,Colac Otway,-38.69519,143.80138,Entire home/apt,169,1,687,04-12-2023,6.29,26,60,67
4988540,Home in Moggs Creek · ★4.87 · 3 bedrooms · 6 beds · 1 bath,25719381,Surf Coast,-38.46869,144.06026,Entire home/apt,430,2,232,04-12-2023,2.23,1,14,17
5005670,Rental unit in Forrest · ★4.56 · 1 bedroom · 1 bed · 1 bath,18494898,Colac Otway,-38.51983,143.7146,Entire home/apt,179,1,242,14-07-2023,2.22,8,211,10
5014426,Rental unit in Torquay · ★4.92 · 2 bedrooms · 3 beds · 1.5 baths,25863867,Surf Coast,-38.33298,144.32138,Entire home/apt,313,2,215,10-12-2023,2.14,1,261,12
5051613,Home in Jan Juc · ★5.0 · 3 bedrooms · 4 beds · 2 baths,26083780,Surf Coast,-38.34597,144.29771,Entire home/apt,390,4,13,15-04-2022,0.27,1,26,0
5063490,Home in Grovedale · ★4.82 · 7 bedrooms · 8 beds · 3.5 baths,26147953,Greater Geelong,-38.20332,144.3343,Entire home/apt,485,2,93,07-12-2023,0.91,20,270,13
5071276,Townhouse in Apollo Bay · ★4.79 · 3 bedrooms · 8 beds · 2 baths,25726577,Colac Otway,-38.75164,143.66387,Entire home/apt,266,2,24,20-01-2023,0.25,1,186,1
5095989,Home in Lorne · ★4.99 · 3 bedrooms · 4 beds · 2 baths,26332159,Surf Coast,-38.53113,143.97493,Entire home/apt,810,1,71,22-12-2023,0.75,3,44,6
5129567,Bed and breakfast in Nirranda · ★4.86 · 1 bedroom · 3 beds · 1 private bath,12521387,Moyne,-38.50178,142.76537,Private room,145,1,49,10-04-2023,0.5,2,260,2
5154433,Home in Portarlington · ★4.91 · 4 bedrooms · 5 beds · 2 baths,26654945,Greater Geelong,-38.11831,144.65341,Entire home/apt,549,2,65,06-11-2023,0.61,1,320,6
5154687,Home in Jan Juc · ★4.78 · 4 bedrooms · 7 beds · 2.5 baths,26656740,Surf Coast,-38.34851,144.29841,Entire home/apt,523,2,40,10-01-2023,0.39,1,334,3
5163015,Home in Anglesea · ★4.52 · 3 bedrooms · 6 beds · 1.5 baths,26609844,Surf Coast,-38.40596,144.19441,Entire home/apt,495,2,270,25-11-2023,2.51,1,1,31
5194546,Farm stay in Dunkeld · ★4.86 · 1 bedroom · 1 bed · 1 bath,26870177,Southern Grampians,-37.68755,142.26896,Entire home/apt,101,1,139,14-07-2021,1.3,2,0,0
5205585,Home in Torquay · ★4.78 · 5 bedrooms · 6 beds · 2.5 baths,6170914,Surf Coast,-38.31235,144.34766,Entire home/apt,1045,2,18,05-11-2023,0.21,12,196,5
5212879,Home in Dunkeld · ★4.95 · 3 bedrooms · 4 beds · 1.5 baths,792901,Southern Grampians,-37.64037,142.34297,Entire home/apt,240,2,168,25-12-2023,1.57,1,233,53
5221656,Cottage in Yuulong · ★4.92 · 1 bedroom · 1 bed · 1 bath,8237655,Colac Otway,-38.73871,143.3481,Entire home/apt,237,2,205,03-12-2023,4.22,1,285,30
5223303,Home in Barwon Heads · ★5.0 · 5 bedrooms · 6 beds · 3 baths,27027953,Greater Geelong,-38.26626,144.4874,Entire home/apt,700,7,3,10-04-2023,0.25,1,316,3
5225160,Guesthouse in Sugarloaf · ★4.64 · 1 bedroom · 2 beds · 1 bath,10814850,Colac Otway,-38.69519,143.80138,Entire home/apt,129,1,610,07-12-2023,5.65,26,62,39
5230293,Bed and breakfast in Nirranda · ★4.96 · 1 bedroom · 1 bed · 1 private bath,12521387,Moyne,-38.50046,142.76852,Private room,145,1,26,18-12-2023,0.3,2,281,5
5233355,Home in Port Fairy · ★4.85 · 5 bedrooms · 7 beds · 2 baths,2994789,Moyne,-38.3845,142.23586,Entire home/apt,550,2,72,04-11-2023,0.69,2,229,7
5241399,Home in Jan Juc · ★4.82 · 4 bedrooms · 4 beds · 2 baths,26967385,Surf Coast,-38.35366,144.29486,Entire home/apt,1194,2,22,23-12-2023,0.2,1,349,5
5242346,Cottage in Pennyroyal · ★4.60 · 12 bedrooms · 2 beds · 6.5 baths,13552901,Surf Coast,-38.44547,143.87614,Entire home/apt,1585,2,5,19-01-2023,0.09,4,340,1
5251683,Cottage in Moggs Creek · ★4.88 · 3 bedrooms · 4 beds · 2 baths,4244876,Surf Coast,-38.46731,144.06592,Entire home/apt,640,7,16,07-01-2023,0.16,1,305,1
5252936,Home in Portland · ★4.83 · 3 bedrooms · 5 beds · 2 baths,27189859,Glenelg,-38.350811,141.6038513,Entire home/apt,257,2,139,16-12-2023,1.31,1,315,20
5253577,Farm stay in Torquay · ★4.79 · 3 bedrooms · 6 beds · 1.5 baths,26147953,Surf Coast,-38.28116,144.23146,Entire home/apt,485,3,19,27-04-2023,0.2,20,280,1
5289305,Cottage in Cavendish · ★4.85 · 8 bedrooms · 9 beds · 2 baths,41089102,Southern Grampians,-37.53302,142.04895,Entire home/apt,326,2,152,19-11-2023,1.41,1,335,29
5298414,Rental unit in Marengo · ★5.0 · 1 bedroom · 1 bed · 1 bath,27444275,Colac Otway,-38.772,143.66136,Entire home/apt,266,1,12,13-08-2023,1.13,5,150,12
5319698,Loft in Warrnambool · ★4.94 · Studio · 2 beds · 1 bath,24874226,Warrnambool,-38.40225,142.51919,Entire home/apt,150,2,31,17-11-2019,0.29,3,0,0
5320293,Rental unit in Warrnambool · ★4.73 · 3 bedrooms · 4 beds · 2 baths,24874226,Warrnambool,-38.40028,142.51777,Private room,310,1,45,19-08-2019,0.42,3,0,0
5329312,Cottage in Lorne · ★5.0 · Studio · 6 beds · 2 baths,27617907,Surf Coast,-38.51489,143.97283,Entire home/apt,1199,1,5,28-12-2022,0.07,12,342,1
5330020,Cabin in Lorne · ★4.84 · 2 bedrooms · 4 beds · 1 bath,27617907,Surf Coast,-38.51352,143.97156,Entire home/apt,573,1,104,11-12-2023,1.18,12,352,28
5330362,Tipi in Lorne · ★4.86 · 1 bedroom · 3 beds · 1 bath,27617907,Surf Coast,-38.51364,143.9735,Entire home/apt,421,1,76,25-09-2023,0.71,12,355,6
5386864,Home in Ocean Grove · ★4.80 · 3 bedrooms · 5 beds · 1 bath,27925650,Greater Geelong,-38.2634,144.54957,Entire home/apt,400,3,5,07-01-2019,0.05,1,28,0
5388759,Home in Apollo Bay · ★4.92 · 3 bedrooms · 7 beds · 1 bath,27935045,Colac Otway,-38.74779,143.66433,Entire home/apt,286,5,48,09-04-2023,0.49,1,253,4
5413556,Home in Wye River · ★4.92 · 3 bedrooms · 7 beds · 1.5 baths,6462474,Colac Otway,-38.63984,143.8909,Entire home/apt,693,2,251,13-12-2023,2.75,1,270,33
5424181,Home in Port Fairy · ★4.87 · 3 bedrooms · 3 beds · 1.5 baths,27350138,Moyne,-38.39161,142.22311,Entire home/apt,443,2,217,16-12-2023,2.04,1,308,22
5433699,Home in Jan Juc · ★4.88 · 3 bedrooms · 8 beds · 2.5 baths,28137204,Surf Coast,-38.34196,144.29602,Entire home/apt,549,2,24,15-01-2022,0.25,1,0,0
5447953,Boutique hotel in Lorne · ★5.0 · 1 bedroom · 1 bed · 1 private bath,12684850,Surf Coast,-38.54343,143.96401,Private room,550,2,25,15-12-2023,0.78,1,32,17
5448493,Home in Wye River · ★4.96 · 3 bedrooms · 5 beds · 2 baths,27720576,Colac Otway,-38.62983,143.89219,Entire home/apt,770,2,46,16-12-2023,0.44,1,326,12
5458010,Home in Barwon Heads · ★4.86 · 4 bedrooms · 4 beds · 1.5 baths,28308815,Greater Geelong,-38.27949,144.49241,Entire home/apt,400,2,194,11-12-2023,1.81,1,0,17
5480508,Home in Jan Juc · ★4.90 · 3 bedrooms · 3 beds · 1 bath,16652697,Surf Coast,-38.34978,144.29721,Entire home/apt,323,1,105,24-12-2023,1.08,1,69,10
5528101,Home in Barwon Heads · ★4.74 · 4 bedrooms · 6 beds · 2.5 baths,27760065,Greater Geelong,-38.27649,144.49421,Entire home/apt,464,3,31,22-12-2023,0.31,1,307,2
5549870,Home in Port Fairy · ★4.59 · 3 bedrooms · 3 beds · 1.5 baths,28774395,Moyne,-38.37563,142.2426,Entire home/apt,291,2,118,24-11-2023,1.11,1,205,5
5579698,Villa in Boonah · ★4.95 · Studio · 3 beds · 1 bath,27329462,Surf Coast,-38.40071,143.94022,Entire home/apt,240,1,395,19-12-2023,3.77,1,291,80
5625754,Cottage in Torquay · ★4.77 · 2 bedrooms · 3 beds · 1 bath,29156677,Surf Coast,-38.33499,144.31906,Entire home/apt,307,2,149,23-12-2023,1.4,1,300,12
5660156,Home in Anglesea · ★4.76 · 3 bedrooms · 4 beds · 2.5 baths,29338524,Surf Coast,-38.4006,144.18964,Entire home/apt,350,2,90,01-10-2023,0.9,1,326,10
5697141,Home in Jan Juc · ★4.77 · 5 bedrooms · 7 beds · 2.5 baths,28192689,Surf Coast,-38.34545,144.29409,Entire home/apt,1300,7,13,30-09-2023,0.12,1,199,1
5701622,Home in Warrnambool · ★4.76 · 1 bedroom · 1 bed · 1 bath,29561205,Warrnambool,-38.37501,142.48604,Entire home/apt,190,3,25,28-10-2023,0.25,1,79,3
5706464,Rental unit in Torquay · ★4.39 · 2 bedrooms · 3 beds · 1 bath,29584604,Surf Coast,-38.31739,144.32713,Entire home/apt,200,2,385,06-11-2023,3.62,3,329,8
5807265,Home in Ocean Grove · ★4.80 · 2 bedrooms · 3 beds · 1 bath,30130524,Greater Geelong,-38.26653,144.5104,Entire home/apt,374,2,270,19-11-2023,2.69,1,161,37
5814546,Home in Skenes Creek · ★4.82 · 5 bedrooms · 8 beds · 4 baths,13617482,Colac Otway,-38.72564,143.7063,Entire home/apt,950,2,95,11-11-2023,0.93,1,40,7
5840212,Guesthouse in Lorne · ★5.0 · Studio · 1 bed · 1 bath,13552017,Surf Coast,-38.52483,143.98081,Entire home/apt,391,2,271,21-12-2023,3.97,1,309,35
